flow_id,payload_length,time_diff
76010.0,2.0,0.0
76010.0,2.0,0.0046240091323852
76010.0,6.0,0.0006883144378662
76010.0,146.0,0.0005959272384643
76010.0,6.0,0.0215049982070922
76010.0,1460.0,0.0403881072998046
76010.0,1460.0,0.0012218952178955
76010.0,6.0,0.0020008087158203
76010.0,1460.0,0.0048702955245971
76010.0,1460.0,0.0012269020080566
76010.0,1460.0,0.0012279748916625
76010.0,6.0,0.0027192831039428
76010.0,1460.0,0.004644751548767
76010.0,1460.0,0.001175045967102
76010.0,1460.0,0.001230239868164
76010.0,1460.0,0.0012328624725341
76010.0,6.0,0.0018109083175659
76010.0,1460.0,0.004652976989746
76010.0,1460.0,0.0012499094009399
76010.0,1460.0,0.0012420415878295
76010.0,1460.0,0.0012030601501464
76010.0,6.0,0.0018056631088256
76010.0,1460.0,0.0046420097351074
76010.0,1460.0,0.0012265443801879
76010.0,1460.0,0.0012688636779785
76010.0,1460.0,0.0012489557266235
76010.0,1460.0,0.0012216567993164
76010.0,6.0,0.0006080865859985
76010.0,1460.0,0.0046273469924926
76010.0,1460.0,0.0012018680572509
76010.0,1460.0,0.0012609958648681
76010.0,1460.0,0.0012480020523071
76010.0,1460.0,0.0012240409851074
76010.0,6.0,0.0006250143051147
76010.0,1460.0,0.0046209096908569
76010.0,1460.0,0.0012030601501464
76010.0,1460.0,0.0012741088867187
76010.0,1460.0,0.0012308359146118
76010.0,742.0,0.0006489753723144
76010.0,6.0,8.106231689453125e-05
76010.0,6.0,0.0019289255142211
76010.0,6.0,0.0001060962677001
76010.0,6.0,0.0005710124969482
76010.0,6.0,0.0049010515213012
76011.0,2.0,0.4165718555450439
76011.0,2.0,0.0045480728149414
76011.0,6.0,0.0006599426269531
76011.0,204.0,0.0006730556488037
76011.0,6.0,0.0167043209075927
76011.0,788.0,0.0015376806259155
76011.0,6.0,0.0001142024993896
76011.0,6.0,0.0012054443359375
76011.0,6.0,0.0009765625
76012.0,2.0,0.0023226737976074
76011.0,6.0,0.0014353990554809
76012.0,2.0,0.0022796392440795
76012.0,6.0,0.0006451606750488
76012.0,205.0,0.0006119012832641
76012.0,1024.0,0.0180866718292236
76012.0,684.0,0.0005671977996826
76012.0,6.0,8.71419906616211e-05
76012.0,6.0,0.0014241933822631
76012.0,6.0,0.0007758140563964
76013.0,2.0,0.0022939443588256
76012.0,6.0,0.0016679763793945
76013.0,2.0,0.0022931098937988
76013.0,6.0,0.0006326436996459
76013.0,204.0,0.0005732774734497
76013.0,857.0,0.0178300142288208
76013.0,6.0,9.119510650634766e-05
76013.0,6.0,0.0013158321380615
