x,real_cdf,synth_cdf
11.0,0.0,0.0007547169811320754
13.983967935871743,0.0,0.0007547169811320754
16.967935871743485,0.0,0.0007547169811320754
19.95190380761523,0.0,0.0018029350104821803
22.935871743486974,0.0,0.00389937106918239
25.919839679358716,0.0,0.027655262059866622
28.903807615230463,0.05590201244391964,0.08670606508205615
31.887775551102205,0.12509144922492135,0.1782872373906641
34.87174348697395,0.1253730600387766,0.24292511130876446
37.85571142284569,0.20213978364033464,0.35611117132746845
40.83967935871743,0.2733195995164344,0.410369981127724
43.82364729458918,0.27845870803768885,0.43353908376836026
46.807615230460925,0.2918821568314558,0.44642488917657963
49.791583166332664,0.3234450638429254,0.4578299433262575
52.77555110220441,0.33213029894325485,0.4598311751524495
55.75951903807615,0.3415642612074058,0.4826836909990775
58.743486973947896,0.4305130482694003,0.48733711902857807
61.72745490981964,0.43129921179141284,0.5109691945002763
64.71142284569137,0.43158082260526814,0.5327563549757196
67.69539078156313,0.43158082260526814,0.5369032667641408
70.67935871743487,0.46643407208115917,0.5672977947148761
73.66332665330661,0.6268114305717252,0.569273397728215
76.64729458917836,0.6268114305717252,0.5803687343042871
79.6312625250501,0.6268114305717252,0.5826044092062097
82.61523046092185,0.6275975940937377,0.5896076069595225
85.59919839679358,0.7229854347645972,0.5913797935855978
88.58316633266533,0.7229854347645972,0.5917571520761639
91.56713426853707,0.7229854347645972,0.6106250766044657
94.55110220440882,0.7229854347645972,0.6108551732450549
97.53507014028057,0.7242432963998173,0.6121130348802749
100.5190380761523,0.7242432963998173,0.6135223768038829
103.50300601202404,0.7505767282139848,0.6163301036682134
106.48697394789579,0.7567088036856828,0.6166929483706808
109.47094188376754,0.7764222029093881,0.617204655825125
112.45490981963928,0.7764222029093881,0.6185523647200037
115.43887775551102,0.7764222029093881,0.6187824613605928
118.42284569138276,0.7764222029093881,0.6187824613605928
121.40681362725451,0.7764222029093881,0.6206450058782862
124.39078156312625,0.7773206755059741,0.6212351749726609
127.374749498998,0.7773206755059741,0.6243483825198306
130.35871743486973,0.7773206755059741,0.6258458368474736
133.3426853707415,0.7773206755059741,0.6284873462814359
136.32665330661322,0.7773206755059741,0.6316791701808069
139.31062124248496,0.7773206755059741,0.6323902875093373
142.29458917835672,0.7773206755059741,0.6339323774948236
145.27855711422845,0.7773206755059741,0.6339323774948236
148.2625250501002,0.7773206755059741,0.634295222197291
151.24649298597194,0.7773206755059741,0.6353691842282886
154.2304609218437,0.7777753242897885,0.6396144672471565
157.21442885771543,0.7777753242897885,0.6415012596999867
160.19839679358716,0.7840646324658892,0.6504306692559804
163.18236472945893,0.7840646324658892,0.6504306692559804
166.16633266533066,0.7840646324658892,0.6504306692559804
169.15030060120242,0.7840646324658892,0.6510381243871355
172.13426853707415,0.7840646324658892,0.6513197352009906
175.11823647294588,0.7903539406419898,0.6534519942808514
178.10220440881764,0.7903539406419898,0.6537336050947068
181.08617234468937,0.7903539406419898,0.6604803343033037
184.07014028056113,0.7903539406419898,0.6604803343033037
187.05410821643287,0.7959521160514857,0.6630689215099305
190.0380761523046,0.7959521160514857,0.6630689215099305
193.02204408817636,0.7959521160514857,0.6637946109148652
196.0060120240481,0.7978389085043162,0.664666390823095
198.98997995991985,0.7978389085043162,0.6654525543451077
201.97394789579158,0.7978389085043162,0.6661291150353078
204.9579158316633,0.7978389085043162,0.6687177022419347
207.94188376753507,0.7978389085043162,0.669080546944402
210.9258517034068,0.7978389085043162,0.6697916642729322
213.90981963927857,0.7978389085043162,0.6700189886648394
216.8937875751503,0.7978389085043162,0.6718792876949498
219.87775551102203,0.7978389085043162,0.6718792876949498
222.8617234468938,0.7978389085043162,0.6781685958710505
225.84569138276552,0.7978389085043162,0.6796294519679246
228.82965931863728,0.7978389085043162,0.6796294519679246
231.81362725450902,0.7978389085043162,0.6806221801103102
234.79759519038075,0.8071692008534763,0.6817107142177125
237.7815631262525,0.8107834796564344,0.6817107142177125
240.76553106212424,0.8107834796564344,0.6832830412617376
243.749498997996,0.8107834796564344,0.6832830412617376
246.73346693386773,0.8107834796564344,0.6837668341983607
249.71743486973946,0.8107834796564344,0.684129678900828
252.70140280561122,0.8107834796564344,0.684129678900828
255.68537074148296,0.8115381966375664,0.684129678900828
258.66933867735474,0.8115381966375664,0.6849499446357917
261.65330661322645,0.8134249890903967,0.6858829738707077
264.6372745490982,0.8134249890903967,0.6870319820951876
267.6212424849699,0.8134249890903967,0.6870319820951876
270.6052104208417,0.8147726979852754,0.6873948267976548
273.58917835671343,0.8147726979852754,0.6891101094653714
276.5731462925852,0.8147726979852754,0.6906075637930144
279.5571142284569,0.81549838739021,0.696896871969115
282.54108216432866,0.81549838739021,0.6979450899984652
285.5250501002004,0.81549838739021,0.6981724143903724
288.5090180360721,0.81549838739021,0.6981724143903724
291.4929859719439,0.81549838739021,0.699563903117657
294.47695390781564,0.8280562800748276,0.7003186200987892
297.4609218436874,0.8280562800748276,0.701217092695375
300.4448897795591,0.8280562800748276,0.705881662925983
303.42885771543087,0.8280562800748276,0.705881662925983
306.4128256513026,0.8280562800748276,0.7064746042690395
309.39679358717433,0.8280562800748276,0.7068519627596055
312.3807615230461,0.8280562800748276,0.7072148074620728
315.36472945891785,0.8280562800748276,0.7074449041026619
318.34869739478955,0.8280562800748276,0.7074449041026619
321.3326653306613,0.8280562800748276,0.7074449041026619
324.3166332665331,0.8280562800748276,0.7082310676246744
327.30060120240483,0.8280562800748276,0.7094664674449799
330.28456913827654,0.8280562800748276,0.7094664674449799
333.2685370741483,0.8280562800748276,0.7094664674449799
