x,real_cdf,synth_cdf
0.0,0.0029350104821802936,0.0
7.951582869690263e-05,0.19595269921439962,0.2969609747460603
0.00015903165739380526,0.2136523407659845,0.35210983305709187
0.0002385474860907079,0.23479225590129382,0.3828309795283534
0.0003180633147876105,0.24463168766383447,0.40949700091552854
0.0003975791434845131,0.2585240649323634,0.42687337357896116
0.0004770949721814158,0.2650163642234614,0.43488731339204956
0.0005566108008783184,0.2737340932731077,0.44779367297636846
0.000636126629575221,0.276621460753759,0.45119990838154805
0.0007156424582721236,0.28045086026621285,0.4555298035872529
0.0007951582869690263,0.2850602356055494,0.4987373507570642
0.000874674115665929,0.29166816162294484,0.5112073504059127
0.0009541899443628316,0.3068882874091084,0.5150317158719036
0.0010337057730597343,0.3112067852539628,0.5211423156571469
0.0011132216017566369,0.3203358996797356,0.5251374725386997
0.0011927374304535395,0.32718842948354676,0.527484458272708
0.001272253259150442,0.3348399097719345,0.5282101476776427
0.0013517690878473447,0.3389804603881258,0.5351041387362167
0.0014312849165442473,0.3473209484677461,0.5354669834386839
0.00151080074524115,0.35698500737248606,0.5586475764305976
0.0015903165739380525,0.36028286255713365,0.57943377808827
0.0016698324026349553,0.36609754232947567,0.5836133445120965
0.001749348231331858,0.36829598408297226,0.5868625324310957
0.0018288640600287605,0.3698710173697583,0.5907062090242607
0.0019083798887256631,0.3705585350428436,0.5927042738525143
0.0019878957174225657,0.37195002377012837,0.5941348928908495
0.0020674115461194686,0.372594479286451,0.5950958366435867
0.002146927374816371,0.374267578827591,0.5976909005841436
0.0022264432035132738,0.37609127962693245,0.598727228379131
0.002305959032210176,0.377858076467915,0.6010857189451686
0.002385474860907079,0.37943588200338274,0.603094069455184
0.0024649906896039814,0.38511475732709716,0.610834756441154
0.002544506518300884,0.3853963681409524,0.6189210098104263
0.002624022346997787,0.38612205754588713,0.6241777995122769
0.0027035381756946894,0.38728241117271045,0.6302898454872491
0.002783054004391592,0.3954585118016412,0.633379183165435
0.0028625698330884946,0.40330693418946423,0.654296923402644
0.0029420856617853974,0.4091680856166534,0.6559878761401071
0.0030216014904823,0.41015289923837456,0.6584727843263112
0.0031011173191792026,0.41015289923837456,0.6609098912445501
0.003180633147876105,0.41015289923837456,0.6631990144409985
0.003260148976573008,0.41038299587896365,0.6655350431921216
0.0033396648052699106,0.4117307047738423,0.6659842794904145
0.003419180633966813,0.4135331284584566,0.6674817338180575
0.003498696462663716,0.4135331284584566,0.6695629960678452
0.0035782122913606182,0.41649907415564935,0.6695629960678452
0.003657728120057521,0.41649907415564935,0.6705160098646873
0.0037372439487544235,0.42024905344897184,0.6728051330611355
0.0038167597774513263,0.4208537363314452,0.6735308224660704
0.003896275606148229,0.42262592295752044,0.674498350051011
0.0039757914348451315,0.4245127154103506,0.6750100575054553
0.004055307263542034,0.4245127154103506,0.677368548071493
0.004134823092238937,0.4245127154103506,0.6812993656815559
0.0042143389209358395,0.42668111867703606,0.6827866020855514
0.004293854749632742,0.42704396337950346,0.6838348201149016
0.004373370578329644,0.42704396337950346,0.6842840564131943
0.0044528864070265475,0.4461934987216606,0.6845656672270497
0.00453240223572345,0.4464235953622496,0.6908549754031503
0.004611918064420352,0.4464235953622496,0.6916411389251629
0.0046914338931172556,0.4464235953622496,0.7018612647113264
0.004770949721814158,0.44895054954014724,0.7018612647113264
0.00485046555051106,0.4494594847459097,0.7049115791767352
0.004929981379207963,0.4496895813864987,0.7211023175506615
0.005009497207904866,0.4508754640726115,0.7216140250051057
0.005089013036601768,0.4538268959817056,0.7220632613033986
0.005168528865298671,0.45405422037361287,0.7237824540603272
0.005248044693995574,0.4731180227529415,0.7250198509197062
0.005327560522692476,0.47380276817734507,0.7279220068069367
0.005407076351389379,0.4746230339123087,0.7282036176207918
0.005486592180086281,0.475134741366753,0.7490055044132448
0.005566108008783184,0.48142404954285367,0.752368958922414
0.005645623837480087,0.49541200781866285,0.7580994279684093
0.005725139666176989,0.4979835456958966,0.7780994279684093
0.0058046554948738924,0.5112732793766283,0.7787583972728306
0.005884171323570795,0.5320279963577603,0.7812526448568159
0.005963687152267697,0.5523811069131895,0.7812526448568159
0.0060432029809646,0.634735054545554,0.7836511447640904
0.006122718809661503,0.6367790797027868,0.7852796263454022
0.006202234638358405,0.707446655667021,0.7867675846212113
0.006281750467055308,0.7326038883714237,0.796675663963253
0.00636126629575221,0.776629045604128,0.8168130905248113
0.006440782124449113,0.7954969701324299,0.8231023987009121
0.006520297953146016,0.7957242945243373,0.8231023987009121
0.006599813781842918,0.797707845564492,0.8240726985345344
0.006679329610539821,0.8170304188766084,0.8307248514131024
0.006758845439236724,0.8172577432685156,0.8500765688780273
0.006838361267933626,0.8191445357213459,0.8547899215630782
0.0069178770966305285,0.821261424814765,0.8552391578613712
0.006997392925327432,0.821261424814765,0.8684974450012221
0.007076908754024334,0.821261424814765,0.8708244890263794
0.0071564245827212365,0.8245371061564841,0.8720037343093983
0.00723594041141814,0.8278914038504046,0.8791278220085612
0.007315456240115042,0.8315797232596477,0.8795051804991273
0.0073949720688119445,0.8336761593183478,0.8807630421343474
0.007474487897508847,0.834724377347698,0.8818112601636975
0.00755400372620575,0.8403061383539873,0.883665198021578
0.0076335195549026525,0.8424025744126873,0.883665198021578
0.007713035383599555,0.8447086540772576,0.8851020047550431
0.007792551212296458,0.8480105408697105,0.8851020047550431
0.00787206704099336,0.849421603601528,0.8858881682770556
0.007951582869690263,0.8579383750899976,0.8861182649176447
0.008031098698387166,0.8602444547545678,0.8863483615582338
